user_sequence,challenge
89264_13,CI24868
89267_11,CI24252
89267_12,CI23770
89267_13,CI24531
89268_11,CI23989
89268_12,CI25056
89268_13,CI23714
89269_11,CI24603
89269_12,CI24373
89269_13,CI25492
89272_11,CI25449
89272_12,CI24634
89272_13,CI24603
89273_11,CI23702
89273_12,CI24196
89273_13,CI24239
89278_11,CI24875
89278_12,CI24957
89278_13,CI25126
89292_11,CI24876
89292_12,CI23769
89292_13,CI24871
89293_11,CI24522
89293_12,CI24010
89293_13,CI24187
89296_11,CI24086
89296_12,CI24106
89296_13,CI24096
89297_11,CI24228
89297_12,CI24252
89297_13,CI23691
89298_11,CI24603
89298_12,CI24636
89298_13,CI25449
89301_11,CI24670
89301_12,CI25139
89301_13,CI25125
89302_11,CI24438
89302_12,CI24373
89302_13,CI24445
89306_11,CI24525
89306_12,CI23969
89306_13,CI23786
89307_11,CI24109
89307_12,CI24229
89307_13,CI24196
89308_11,CI24534
89308_12,CI24228
89308_13,CI23648
89309_11,CI24867
89309_12,CI25054
89309_13,CI25057
89312_11,CI24871
89312_12,CI25124
89312_13,CI25498
89314_11,CI23848
89314_12,CI23714
89314_13,CI25056
89316_11,CI24530
89316_12,CI23964
89316_13,CI24866
89319_11,CI24992
89319_12,CI25280
89319_13,CI24935
89321_11,CI25353
89321_12,CI23522
89321_13,CI24859
89322_11,CI25180
89322_12,CI24120
89322_13,CI23836
89323_11,CI25361
89323_12,CI24400
89323_13,CI27235
89326_11,CI24373
89326_12,CI25449
89326_13,CI24418
89327_11,CI25106
89327_12,CI25109
89327_13,CI25107
89330_11,CI23522
89330_12,CI24859
89330_13,CI25280
89332_11,CI24872
89332_12,CI24873
89332_13,CI24871
89333_11,CI27193
89333_12,CI27632
89333_13,CI25634
89335_11,CI24374
89335_12,CI24529
89335_13,CI24435
89337_11,CI24421
89337_12,CI25107
89337_13,CI25057
89346_11,CI24374
89346_12,CI24535
89346_13,CI24679
89347_11,CI25110
89347_12,CI25107
89347_13,CI25109
89348_11,CI24645
89348_12,CI24595
89348_13,CI24644
89349_11,CI23702
89349_12,CI24257
89349_13,CI23780
89350_11,CI25110
89350_12,CI24421
89350_13,CI25107
89353_11,CI25861
89353_12,CI24086
89353_13,CI25450
89356_11,CI25113
89356_12,CI25075
89356_13,CI23913
89358_11,CI24418
89358_12,CI25074
89358_13,CI24872
89360_11,CI24445
89360_12,CI24373
89360_13,CI25132
89371_11,CI24895
89371_12,CI25029
89371_13,CI25291
89373_11,CI26420
89373_12,CI26421
89373_13,CI26427
89374_11,CI25135
89374_12,CI25132
89374_13,CI25110
89385_11,CI25098
89385_12,CI25099
89385_13,CI25101
89387_11,CI25125
89387_12,CI24421
89387_13,CI25139
89388_11,CI24421
89388_12,CI25074
89388_13,CI25062
89391_11,CI24873
89391_12,CI23648
89391_13,CI24870
89396_11,CI25107
89396_12,CI23856
89396_13,CI23648
89399_11,CI24438
89399_12,CI25126
89399_13,CI24421
89400_11,CI23856
89400_12,CI23546
89400_13,CI24531
89405_11,CI25132
89405_12,CI25107
89405_13,CI25126
89407_11,CI26056
89407_12,CI24968
89407_13,CI26050
89408_11,CI24445
89408_12,CI24438
89408_13,CI24448
89412_11,CI23848
89412_12,CI25108
89412_13,CI25132
89413_11,CI23958
89413_12,CI24867
89413_13,CI24958
89416_11,CI24373
89416_12,CI24438
89416_13,CI24436
89418_11,CI25109
89418_12,CI25135
89418_13,CI25107
89419_11,CI24880
89419_12,CI25367
89419_13,CI24400
89420_11,CI24968
89420_12,CI23648
89420_13,CI23663
89423_11,CI24348
89423_12,CI24438
89423_13,CI24679
89424_11,CI23598
89424_12,CI23830
89424_13,CI24873
89425_11,CI24438
89425_12,CI24871
89425_13,CI25442
89427_11,CI25999
89427_12,CI24493
89427_13,CI24511
89428_11,CI24421
89428_12,CI25107
89428_13,CI24419
89431_11,CI24935
89431_12,CI24712
89431_13,CI25248
89436_11,CI24671
89436_12,CI24363
89436_13,CI25454
89441_11,CI25141
89441_12,CI25093
89441_13,CI23688
89442_11,CI25125
89442_12,CI25127
89442_13,CI24527
89443_11,CI25180
89443_12,CI25140
89443_13,CI25124
89444_11,CI24438
89444_12,CI24437
89444_13,CI24359
89446_11,CI24690
89446_12,CI24876
89446_13,CI24206
89447_11,CI24421
89447_12,CI24438
89447_13,CI24440
89451_11,CI25143
89451_12,CI25124
89451_13,CI26051
89453_11,CI25058
89453_12,CI25093
89453_13,CI24114
89454_11,CI23848
89454_12,CI24278
89454_13,CI25132
89457_11,CI25119
89457_12,CI23510
89457_13,CI26621
89458_11,CI24037
89458_12,CI24034
89458_13,CI24272
89460_11,CI24348
89460_12,CI24421
89460_13,CI25135
89462_11,CI24532
89462_12,CI23856
89462_13,CI24461
89463_11,CI23657
89463_12,CI25140
89463_13,CI24144
89464_11,CI26001
89464_12,CI25997
89464_13,CI25093
89467_11,CI24438
89467_12,CI24679
89467_13,CI24511
89468_11,CI25141
89468_12,CI25135
89468_13,CI24531
89472_11,CI25110
89472_12,CI25106
89472_13,CI24274
89473_11,CI24623
89473_12,CI24532
89473_13,CI24638
89475_11,CI24418
89475_12,CI23856
89475_13,CI23691
89476_11,CI23848
89476_12,CI24418
89476_13,CI25132
89479_11,CI24440
89479_12,CI24421
89479_13,CI23648
89481_11,CI24670
89481_12,CI24440
89481_13,CI24421
89484_11,CI25106
89484_12,CI25108
89484_13,CI25132
89485_11,CI24445
89485_12,CI23546
89485_13,CI23648
89488_11,CI25127
89488_12,CI24530
89488_13,CI24228
89491_11,CI24690
89491_12,CI23702
89491_13,CI24228
89497_11,CI24435
89497_12,CI24373
89497_13,CI24374
89500_11,CI24421
89500_12,CI24595
89500_13,CI24599
89505_11,CI25106
89505_12,CI25108
89505_13,CI24419
89509_11,CI25109
89509_12,CI23856
89509_13,CI25101
89510_11,CI23765
89510_12,CI24419
89510_13,CI24787
89512_11,CI23848
89512_12,CI25109
89512_13,CI25080
89513_11,CI25108
89513_12,CI24793
89513_13,CI24787
89514_11,CI25108
89514_12,CI24419
89514_13,CI24421
89517_11,CI25141
89517_12,CI25126
89517_13,CI25180
89519_11,CI24600
89519_12,CI24649
89519_13,CI24597
89523_11,CI23691
89523_12,CI23938
89523_13,CI24111
89529_11,CI24187
89529_12,CI24530
89529_13,CI24522
89531_11,CI25295
89531_12,CI24231
89531_13,CI25216
89532_11,CI24690
89532_12,CI24150
89532_13,CI25636
89539_11,CI25132
89539_12,CI25110
89539_13,CI25139
89542_11,CI24917
89542_12,CI25681
89542_13,CI24530
89545_11,CI23830
89545_12,CI24187
89545_13,CI23648
89547_11,CI25109
89547_12,CI25107
89547_13,CI25106
89553_11,CI24531
89553_12,CI24875
89553_13,CI24870
89555_11,CI25214
89555_12,CI25295
89555_13,CI24228
89559_11,CI24917
89559_12,CI23975
89559_13,CI27685
89562_11,CI24917
89562_12,CI25681
89562_13,CI24530
89563_11,CI25361
89563_12,CI25119
89563_13,CI24871
89568_11,CI24531
89568_12,CI24111
89568_13,CI24957
89569_11,CI23848
89569_12,CI25126
89569_13,CI23911
89573_11,CI25141
89573_12,CI25075
89573_13,CI23648
89580_11,CI24873
89580_12,CI24872
89580_13,CI24871
89589_11,CI24421
89589_12,CI25141
89589_13,CI24871
89592_11,CI24436
89592_12,CI24445
89592_13,CI24438
89599_11,CI24440
89599_12,CI24372
89599_13,CI24138
89602_11,CI24068
89602_12,CI23989
89602_13,CI23784
89605_11,CI25107
89605_12,CI24418
89605_13,CI25125
89607_11,CI25454
89607_12,CI25444
89607_13,CI25507
89609_11,CI25098
89609_12,CI25082
89609_13,CI25057
89610_11,CI24871
89610_12,CI24348
89610_13,CI24527
89612_11,CI25132
89612_12,CI24440
89612_13,CI25107
89613_11,CI25132
89613_12,CI24277
89613_13,CI25107
89624_11,CI24690
89624_12,CI24228
89624_13,CI23769
89625_11,CI24348
89625_12,CI25057
89625_13,CI25074
89627_11,CI24421
89627_12,CI25110
89627_13,CI25108
89630_11,CI24438
89630_12,CI24447
89630_13,CI24439
89635_11,CI25815
89635_12,CI24876
89635_13,CI24030
89636_11,CI24873
89636_12,CI24872
89636_13,CI24870
89637_11,CI24435
89637_12,CI24373
89637_13,CI24493
89639_11,CI25446
89639_12,CI25442
89639_13,CI25436
89640_11,CI24030
89640_12,CI23688
89640_13,CI24902
89645_11,CI23791
89645_12,CI23848
89645_13,CI25216
89649_11,CI25119
89649_12,CI25361
89649_13,CI25634
89653_11,CI24418
89653_12,CI24373
89653_13,CI25075
89657_11,CI24527
89657_12,CI24525
89657_13,CI24915
89659_11,CI25667
89659_12,CI24957
89659_13,CI25829
89661_11,CI24690
89661_12,CI24957
89661_13,CI24531
89664_11,CI24534
89664_12,CI24120
89664_13,CI23648
89668_11,CI24373
89668_12,CI24445
89668_13,CI24435
89673_11,CI24875
89673_12,CI25295
89673_13,CI24257
89674_11,CI25076
89674_12,CI25077
89674_13,CI25069
89676_11,CI23569
89676_12,CI25247
89676_13,CI24111
89679_11,CI23938
89679_12,CI24111
89679_13,CI24247
89680_11,CI23691
89680_12,CI23938
89680_13,CI24531
89681_11,CI24531
89681_12,CI24875
89681_13,CI23691
89687_11,CI24968
89687_12,CI25148
89687_13,CI24252
89689_11,CI25110
89689_12,CI25113
89689_13,CI25107
89695_11,CI25110
89695_12,CI25107
89695_13,CI25106
89696_11,CI25109
89696_12,CI25141
89696_13,CI24670
89702_11,CI23848
89702_12,CI24866
89702_13,CI25062
89704_11,CI25509
89704_12,CI24445
89704_13,CI25449
89710_11,CI23848
89710_12,CI23648
89710_13,CI24953
89712_11,CI25108
89712_12,CI24418
89712_13,CI24440
89713_11,CI25108
89713_12,CI25141
89713_13,CI24445
89718_11,CI25114
89718_12,CI24362
89718_13,CI24349
89725_11,CI24438
89725_12,CI25114
89725_13,CI24445
89726_11,CI26420
89726_12,CI26418
89726_13,CI26421
89727_11,CI25295
89727_12,CI24875
89727_13,CI24968
89729_11,CI25107
89729_12,CI24373
89729_13,CI25135
89731_11,CI24228
89731_12,CI24257
89731_13,CI24030
89733_11,CI24362
89733_12,CI24671
89733_13,CI24490
89734_11,CI26421
89734_12,CI26418
89734_13,CI26413
89735_11,CI24670
89735_12,CI24671
89735_13,CI25114
89736_11,CI26420
89736_12,CI26421
89736_13,CI26427
89737_11,CI24349
89737_12,CI24439
89737_13,CI24490
89745_11,CI23663
89745_12,CI23702
89745_13,CI23648
89749_11,CI24788
89749_12,CI24419
89749_13,CI25107
89751_11,CI23702
89751_12,CI24532
89751_13,CI24531
89755_11,CI25062
89755_12,CI25140
89755_13,CI24871
89757_11,CI25124
89757_12,CI25057
89757_13,CI24438
89762_11,CI24111
89762_12,CI24235
89762_13,CI23697
89764_11,CI24532
89764_12,CI23546
89764_13,CI25057
89766_11,CI24418
89766_12,CI25136
89766_13,CI25135
89770_11,CI24438
89770_12,CI24373
89770_13,CI24445
89771_11,CI25108
89771_12,CI25110
89771_13,CI25132
89776_11,CI25098
89776_12,CI25099
89776_13,CI25055
89779_11,CI25110
89779_12,CI25106
89779_13,CI25075
89780_11,CI24421
89780_12,CI25141
89780_13,CI25110
89781_11,CI24876
89781_12,CI23856
89781_13,CI24228
89782_11,CI25099
89782_12,CI25101
89782_13,CI25076
89784_11,CI24690
89784_12,CI24531
89784_13,CI24228
89789_11,CI23569
89789_12,CI25295
89789_13,CI24252
89793_11,CI26197
89793_12,CI25744
89793_13,CI25622
89795_11,CI24634
89795_12,CI25449
89795_13,CI25509
89799_11,CI24100
89799_12,CI23916
89799_13,CI25034
89800_11,CI25109
89800_12,CI23546
89800_13,CI24459
89801_11,CI25083
89801_12,CI25067
89801_13,CI25106
89803_11,CI25074
89803_12,CI25141
89803_13,CI25057
89805_11,CI23714
89805_12,CI24187
89805_13,CI24527
89806_11,CI24440
89806_12,CI25140
89806_13,CI23691
89809_11,CI24445
89809_12,CI24373
89809_13,CI24438
89810_11,CI25075
89810_12,CI24690
89810_13,CI24531
89813_11,CI24179
89813_12,CI24118
89813_13,CI25280
89815_11,CI24438
89815_12,CI24529
89815_13,CI24362
89816_11,CI24930
89816_12,CI25295
89816_13,CI23648
89817_11,CI24421
89817_12,CI25139
89817_13,CI24493
89818_11,CI25509
89818_12,CI25454
89818_13,CI25492
89824_11,CI25106
89824_12,CI24445
89824_13,CI24604
89826_11,CI24373
89826_12,CI24437
89826_13,CI24445
89828_11,CI24445
89828_12,CI24362
89828_13,CI24374
89829_11,CI25109
89829_12,CI23546
89829_13,CI25108
89830_11,CI25126
89830_12,CI25141
89830_13,CI25110
89834_11,CI24421
89834_12,CI24438
89834_13,CI24373
89835_11,CI25295
89835_12,CI23839
89835_13,CI24239
89836_11,CI24111
89836_12,CI24875
89836_13,CI24930
89837_11,CI24679
89837_12,CI24373
89837_13,CI24445
89838_11,CI24445
89838_12,CI23760
89838_13,CI25106
89839_11,CI24374
89839_12,CI24529
89839_13,CI25140
89846_11,CI23975
89846_12,CI24876
89846_13,CI23933
89847_11,CI24944
89847_12,CI24951
89847_13,CI23855
89848_11,CI25024
89848_12,CI23660
89848_13,CI23916
89849_11,CI24440
89849_12,CI24438
89849_13,CI24876
89850_11,CI23848
89850_12,CI25135
89850_13,CI24273
89853_11,CI24438
89853_12,CI24440
89853_13,CI24373
89855_11,CI23856
89855_12,CI24532
89855_13,CI25179
89857_11,CI24421
89857_12,CI24374
89857_13,CI24438
89862_11,CI24670
89862_12,CI24271
89862_13,CI24274
89866_11,CI24429
89866_12,CI25301
89866_13,CI24376
89868_11,CI24418
89868_12,CI24671
89868_13,CI24670
89870_11,CI23924
89870_12,CI24111
89870_13,CI24950
89873_11,CI26750
89873_12,CI26801
89873_13,CI26787
89874_11,CI25454
89874_12,CI25438
89874_13,CI25445
89875_11,CI23911
89875_12,CI23648
89875_13,CI24533
89877_11,CI24421
89877_12,CI25141
89877_13,CI24532
89880_11,CI24445
89880_12,CI24448
89880_13,CI24603
89884_11,CI24529
89884_12,CI24373
89884_13,CI24438
89890_11,CI24372
89890_12,CI24349
89890_13,CI24359
89891_11,CI26051
89891_12,CI23663
89891_13,CI25214
89892_11,CI24150
89892_12,CI24524
89892_13,CI24000
89898_11,CI26421
89898_12,CI26418
89898_13,CI26413
89901_11,CI24459
89901_12,CI24532
89901_13,CI25057
89903_11,CI24187
89903_12,CI24461
89903_13,CI24188
89904_11,CI25148
89904_12,CI23691
89904_13,CI25289
89905_11,CI24437
89905_12,CI24373
89905_13,CI24374
89906_11,CI23975
89906_12,CI25140
89906_13,CI24880
89910_11,CI24373
89910_12,CI24529
89910_13,CI24374
89918_11,CI24658
89918_12,CI24645
89918_13,CI24607
89922_11,CI25454
89922_12,CI25444
89922_13,CI25445
89926_11,CI25107
89926_12,CI25080
89926_13,CI25077
89932_11,CI24445
89932_12,CI24438
89932_13,CI24373
89934_11,CI25180
89934_12,CI25172
89934_13,CI25106
89935_11,CI24274
89935_12,CI25132
89935_13,CI24276
89941_11,CI24531
89941_12,CI24150
89941_13,CI24206
89944_11,CI25140
89944_12,CI24871
89944_13,CI24421
89949_11,CI24609
89949_12,CI24645
89949_13,CI24658
89952_11,CI25074
89952_12,CI24437
89952_13,CI24521
89956_11,CI25436
89956_12,CI25490
89956_13,CI25444
89959_11,CI26750
89959_12,CI26787
89959_13,CI26455
89960_11,CI25124
89960_12,CI25074
89960_13,CI24445
89961_11,CI26750
89961_12,CI26787
89961_13,CI26801
89962_11,CI24532
89962_12,CI23648
89962_13,CI24522
89963_11,CI26750
89963_12,CI26787
89963_13,CI25681
89964_11,CI25979
89964_12,CI24429
89964_13,CI24376
89969_11,CI26750
89969_12,CI26751
89969_13,CI26787
89972_11,CI24437
89972_12,CI24445
89972_13,CI25125
89977_11,CI24373
89977_12,CI25107
89977_13,CI24670
89980_11,CI25681
89980_12,CI26750
89980_13,CI26787
89983_11,CI24418
89983_12,CI23657
89983_13,CI25135
89986_11,CI25681
89986_12,CI26783
89986_13,CI26750
89990_11,CI25681
89990_12,CI26750
89990_13,CI26801
89991_11,CI26801
89991_12,CI26750
89991_13,CI26783
89993_11,CI25498
89993_12,CI23836
89993_13,CI26621
89998_11,CI26051
89998_12,CI23848
89998_13,CI23769
90000_11,CI25498
90000_12,CI26621
90000_13,CI25119
90006_11,CI25125
90006_12,CI25139
90006_13,CI25110
90007_11,CI26241
90007_12,CI24376
90007_13,CI24530
90014_11,CI24872
90014_12,CI24870
90014_13,CI24421
90023_11,CI23702
90023_12,CI24239
90023_13,CI24081
90024_11,CI24876
90024_12,CI23830
90024_13,CI24871
90025_11,CI24604
90025_12,CI24634
90025_13,CI24636
90026_11,CI23691
90026_12,CI24532
90026_13,CI24531
90027_11,CI24418
90027_12,CI25140
90027_13,CI25074
90031_11,CI25121
90031_12,CI25180
90031_13,CI25123
90038_11,CI24732
90038_12,CI24138
90038_13,CI24524
90039_11,CI24419
90039_12,CI25108
90039_13,CI24418
90042_11,CI25979
90042_12,CI24376
90042_13,CI24429
90044_11,CI25979
90044_12,CI25996
90044_13,CI24429
90046_11,CI24429
90046_12,CI25979
90046_13,CI24376
90047_11,CI25075
90047_12,CI24871
90047_13,CI25141
90052_11,CI24373
90052_12,CI24445
90052_13,CI24436
90057_11,CI24917
90057_12,CI24261
90057_13,CI23975
90059_11,CI25141
90059_12,CI24440
90059_13,CI23856
90063_11,CI25074
90063_12,CI25108
90063_13,CI25109
90064_11,CI24876
90064_12,CI24531
90064_13,CI24895
90065_11,CI23856
90065_12,CI24138
90065_13,CI25149
90067_11,CI25130
90067_12,CI25087
90067_13,CI24526
90069_11,CI24278
90069_12,CI24210
90069_13,CI24732
90071_11,CI25107
90071_12,CI24271
90071_13,CI25110
90074_11,CI25295
90074_12,CI23770
90074_13,CI24228
90075_11,CI24373
90075_12,CI24634
90075_13,CI25449
90077_11,CI24278
90077_12,CI24210
90077_13,CI24732
90078_11,CI24438
90078_12,CI25449
90078_13,CI24440
90080_11,CI24187
90080_12,CI24968
90080_13,CI24915
90081_11,CI24438
90081_12,CI24373
90081_13,CI24362
90082_11,CI25295
90082_12,CI23691
90082_13,CI23839
90083_11,CI23616
90083_12,CI23922
90083_13,CI23836
90085_11,CI25124
90085_12,CI24958
90085_13,CI25125
90087_11,CI23691
90087_12,CI24252
90087_13,CI23702
90089_11,CI24871
90089_12,CI25098
90089_13,CI25057
90090_11,CI24690
90090_12,CI24206
90090_13,CI24875
90091_11,CI24840
90091_12,CI24239
90091_13,CI24070
90092_11,CI24956
90092_12,CI24139
90092_13,CI24029
90096_11,CI23791
90096_12,CI25135
90096_13,CI25127
90097_11,CI24876
90097_12,CI24908
90097_13,CI24832
90100_11,CI24908
90100_12,CI24965
90100_13,CI24026
90101_11,CI23867
90101_12,CI24965
90101_13,CI24876
90106_11,CI24278
90106_12,CI24210
90106_13,CI24272
90107_11,CI25126
90107_12,CI25125
90107_13,CI25107
90110_11,CI24965
90110_12,CI23498
90110_13,CI24780
90111_11,CI24532
90111_12,CI23922
90111_13,CI24252
90113_11,CI25108
90113_12,CI25107
90113_13,CI25132
90114_11,CI24787
90114_12,CI24788
90114_13,CI24793
90115_11,CI25141
90115_12,CI24418
90115_13,CI25135
90117_11,CI24690
90117_12,CI23769
90117_13,CI24228
90118_11,CI25492
90118_12,CI25449
90118_13,CI25509
90120_11,CI25110
90120_12,CI25106
90120_13,CI25108
90121_11,CI25136
90121_12,CI24418
90121_13,CI25135
90122_11,CI25074
90122_12,CI24418
90122_13,CI24522
90126_11,CI24070
90126_12,CI25056
90126_13,CI23714
90127_11,CI24871
90127_12,CI25126
90127_13,CI25141
90130_11,CI23922
90130_12,CI24873
90130_13,CI23691
90131_11,CI24421
90131_12,CI25107
90131_13,CI24440
90133_11,CI24880
90133_12,CI24530
90133_13,CI25057
90134_11,CI24421
90134_12,CI24871
90134_13,CI25108
90138_11,CI25110
90138_12,CI25141
90138_13,CI24871
90141_11,CI25125
90141_12,CI24373
90141_13,CI25135
90142_11,CI24883
90142_12,CI24787
90142_13,CI23691
90148_11,CI24876
90148_12,CI25123
90148_13,CI25058
90150_11,CI25295
90150_12,CI23691
90150_13,CI24228
90151_11,CI24530
90151_12,CI24860
90151_13,CI23663
90152_11,CI24871
90152_12,CI26049
90152_13,CI25124
90154_11,CI25295
90154_12,CI24239
90154_13,CI25150
90158_11,CI25107
90158_12,CI25106
90158_13,CI25110
90160_11,CI23569
90160_12,CI25295
90160_13,CI25191
90163_11,CI25108
90163_12,CI25125
90163_13,CI24867
90169_11,CI23938
90169_12,CI24531
90169_13,CI25057
90170_11,CI24840
90170_12,CI24261
90170_13,CI24958
90171_11,CI23691
90171_12,CI23848
90171_13,CI23975
90172_11,CI24530
90172_12,CI23975
90172_13,CI25127
90181_11,CI24870
90181_12,CI24421
90181_13,CI24679
90184_11,CI25449
90184_12,CI24604
90184_13,CI25509
90186_11,CI24530
90186_12,CI24917
90186_13,CI24261
90189_11,CI24418
90189_12,CI25135
90189_13,CI25125
90190_11,CI25125
90190_12,CI25132
90190_13,CI25135
90191_11,CI24968
90191_12,CI23989
90191_13,CI23836
90192_11,CI26056
90192_12,CI26250
90192_13,CI25142
90195_11,CI23498
90195_12,CI24429
90195_13,CI25997
90199_11,CI24530
90199_12,CI24525
90199_13,CI24187
90202_11,CI23964
90202_12,CI23869
90202_13,CI23968
90205_11,CI25180
90205_12,CI24875
90205_13,CI24867
90206_11,CI25113
90206_12,CI25067
90206_13,CI24906
90207_11,CI24438
90207_12,CI24530
90207_13,CI24871
90208_11,CI25180
90208_12,CI25135
90208_13,CI23836
90209_11,CI23648
90209_12,CI23790
90209_13,CI24527
90211_11,CI24418
90211_12,CI24228
90211_13,CI24690
90212_11,CI24531
90212_12,CI23702
90212_13,CI24228
90213_11,CI24965
90213_12,CI25979
90213_13,CI25775
90215_11,CI26501
90215_12,CI23811
90215_13,CI24973
90217_11,CI24528
90217_12,CI23663
90217_13,CI24261
90220_11,CI25126
90220_12,CI24957
90220_13,CI25179
90224_11,CI24965
90224_12,CI23867
90224_13,CI23498
90226_11,CI25999
90226_12,CI25997
90226_13,CI24362
90227_11,CI25108
90227_12,CI23856
90227_13,CI23691
90229_11,CI24573
90229_12,CI24965
90229_13,CI24376
90235_11,CI23697
90235_12,CI24029
90235_13,CI23848
90237_11,CI26750
90237_12,CI24530
90237_13,CI26241
90243_11,CI25180
90243_12,CI25140
90243_13,CI24421
90244_11,CI26922
90244_12,CI24942
90244_13,CI25350
90248_11,CI25135
90248_12,CI23791
90248_13,CI24210
90253_11,CI24621
90253_12,CI25058
90253_13,CI25636
90255_11,CI23669
90255_12,CI23674
90255_13,CI24214
90262_11,CI24376
90262_12,CI24057
90262_13,CI23805
90264_11,CI24690
90264_12,CI25141
90264_13,CI25074
90265_11,CI24170
90265_12,CI23674
90265_13,CI24214
90268_11,CI23769
90268_12,CI25123
90268_13,CI23660
90270_11,CI23867
90270_12,CI23498
90270_13,CI24376
90276_11,CI25024
90276_12,CI24099
90276_13,CI23648
90277_11,CI23691
90277_12,CI25149
90277_13,CI25141
90279_11,CI25444
90279_12,CI25436
90279_13,CI25492
90284_11,CI23663
90284_12,CI25140
90284_13,CI26052
90285_11,CI23791
90285_12,CI26679
90285_13,CI26681
90286_11,CI23791
90286_12,CI26051
90286_13,CI23975
90292_11,CI25200
90292_12,CI24957
90292_13,CI24930
90298_11,CI25432
90298_12,CI24917
90298_13,CI25681
90299_11,CI24876
90299_12,CI24111
90299_13,CI24692
90300_11,CI24437
90300_12,CI25074
90300_13,CI24533
90301_11,CI24953
90301_12,CI24239
90301_13,CI23697
90302_11,CI24438
90302_12,CI24373
90302_13,CI24436
90303_11,CI25444
90303_12,CI25507
90303_13,CI25446
90305_11,CI23990
90305_12,CI23660
90305_13,CI24187
90306_11,CI26050
90306_12,CI24958
90306_13,CI25688
90315_11,CI25139
90315_12,CI24421
90315_13,CI24440
90316_11,CI25200
90316_12,CI24866
90316_13,CI25148
90320_11,CI24876
90320_12,CI24111
90320_13,CI24875
90327_11,CI24531
90327_12,CI23769
90327_13,CI23856
90330_11,CI25029
90330_12,CI25295
90330_13,CI23569
90331_11,CI24459
90331_12,CI24206
90331_13,CI26051
90334_11,CI25119
90334_12,CI24871
90334_13,CI23691
90335_11,CI24531
90335_12,CI25057
90335_13,CI24099
90337_11,CI24187
90337_12,CI24029
90337_13,CI23836
90340_11,CI23702
90340_12,CI24231
90340_13,CI24228
90343_11,CI24531
90343_12,CI26051
90343_13,CI25142
90345_11,CI23648
90345_12,CI25175
90345_13,CI24968
90348_11,CI25124
90348_12,CI25361
90348_13,CI23836
90350_11,CI24373
90350_12,CI24440
90350_13,CI24438
90353_11,CI24418
90353_12,CI24421
90353_13,CI25180
90356_11,CI24373
90356_12,CI24436
90356_13,CI24440
90357_11,CI25058
90357_12,CI25127
90357_13,CI25041
90358_11,CI25101
90358_12,CI25092
90358_13,CI25099
90363_11,CI23714
90363_12,CI23660
90363_13,CI25024
90367_11,CI24228
90367_12,CI24187
90367_13,CI23714
90369_11,CI24867
90369_12,CI23648
90369_13,CI24871
90370_11,CI25126
90370_12,CI24230
90370_13,CI23663
90373_11,CI24081
90373_12,CI25029
90373_13,CI23697
90374_11,CI24872
90374_12,CI24871
90374_13,CI24870
90378_11,CI24445
90378_12,CI24440
90378_13,CI24374
90380_11,CI25074
90380_12,CI25062
90380_13,CI24873
90385_11,CI25108
90385_12,CI25110
90385_13,CI24440
90386_11,CI24871
90386_12,CI24138
90386_13,CI24867
90393_11,CI23663
90393_12,CI23702
90393_13,CI23648
90395_11,CI25074
90395_12,CI25062
90395_13,CI24348
90398_11,CI24187
90398_12,CI23648
90398_13,CI24239
90404_11,CI25454
90404_12,CI25445
90404_13,CI25501
90406_11,CI25295
90406_12,CI23702
90406_13,CI24239
90407_11,CI24957
90407_12,CI25149
90407_13,CI23702
90420_11,CI25119
90420_12,CI26381
90420_13,CI25361
90424_11,CI25141
90424_12,CI23648
90424_13,CI24876
90426_11,CI23924
90426_12,CI23922
90426_13,CI24261
90432_11,CI24650
90432_12,CI24644
90432_13,CI24649
90434_11,CI25126
90434_12,CI25124
90434_13,CI23836
90435_11,CI24532
90435_12,CI24184
90435_13,CI24120
90436_11,CI23853
90436_12,CI24873
90436_13,CI24872
90439_11,CI24373
90439_12,CI24529
90439_13,CI24438
90440_11,CI24871
90440_12,CI24873
90440_13,CI24872
90443_11,CI24871
90443_12,CI25126
90443_13,CI26054
90445_11,CI25125
90445_12,CI25126
90445_13,CI24249
90449_11,CI24206
90449_12,CI23697
90449_13,CI26051
90459_11,CI24421
90459_12,CI25108
90459_13,CI25107
90460_11,CI23702
90460_12,CI24117
90460_13,CI24868
90461_11,CI23663
90461_12,CI24953
90461_13,CI24968
90467_11,CI24362
90467_12,CI24439
90467_13,CI24374
90469_11,CI25092
90469_12,CI25141
90469_13,CI25075
90472_11,CI25289
90472_12,CI24081
90472_13,CI24030
90473_11,CI24111
90473_12,CI24239
90473_13,CI25295
90474_11,CI23848
90474_12,CI24532
90474_13,CI24871
90476_11,CI24010
90476_12,CI23831
90476_13,CI24261
90477_11,CI24871
90477_12,CI26621
90477_13,CI23510
90478_11,CI24880
90478_12,CI23975
90478_13,CI24530
90479_11,CI24362
90479_12,CI24373
90479_13,CI25115
90480_11,CI24373
90480_12,CI24349
90480_13,CI24363
90488_11,CI24445
90488_12,CI24363
90488_13,CI25114
90490_11,CI23569
90490_12,CI24252
90490_13,CI25191
90495_11,CI25107
90495_12,CI23780
90495_13,CI24187
90496_11,CI24276
90496_12,CI24278
90496_13,CI24271
90497_11,CI24362
90497_12,CI25454
90497_13,CI24447
90500_11,CI25444
90500_12,CI25437
90500_13,CI25436
90501_11,CI24373
90501_12,CI25115
90501_13,CI24438
90504_11,CI24490
90504_12,CI24439
90504_13,CI25114
